Name of Player,Country Code,Discipline,Latitude,Longitude
FENG Chun Kai,CHINESE TAIPEI,Cycling Road,-22.95764,18.49041
FENG Shanshan,PEOPLE'S REPUBLIC OF CHINA,Golf,-22.95764,18.49041
FENG Tianwei,SINGAPORE,Table Tennis,1.352083,103.819836
FENG Yu,PEOPLE'S REPUBLIC OF CHINA,Artistic Swimming,-22.95764,18.49041
FERACCI Alexandra,FRANCE,Karate,46.227638,2.213749
FERGUSON Kord,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
FERGUSSON Robbie,GREAT BRITAIN,Rugby Sevens,-22.95764,18.49041
FERJANI Fares,TUNISIA,Fencing,33.886917,9.537499
FERLIC Mason,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
FERNANDES dos RAMOS Roque,SAO TOME AND PRINCIPE,Canoe Sprint,-22.95764,18.49041
FERNANDEZ Alberto,SPAIN,Shooting,40.463667,-3.74922
FERNANDEZ Alvaro,SPAIN,Football,40.463667,-3.74922
FERNANDEZ Charles,GUATEMALA,Modern Pentathlon,15.783471,-90.230759
FERNANDEZ Federico Gaston,ARGENTINA,Handball,-38.416097,-63.616672
FERNANDEZ FRAGA Alicia,SPAIN,Handball,40.463667,-3.74922
FERNANDEZ Leylah Annie,CANADA,Tennis,56.130366,-106.346771
FERNANDEZ MIRANDA Francisco,SPAIN,Water Polo,40.463667,-3.74922
FERNANDEZ Maria Pia,URUGUAY,Athletics,-32.522779,-55.765835
FERNANDEZ PEREZ Angel,SPAIN,Handball,40.463667,-3.74922
FERNANDEZ Rudy,SPAIN,Basketball,40.463667,-3.74922
FERNANDEZ Sergio,SPAIN,Athletics,40.463667,-3.74922
FERNANDEZ STEINER Liliana,SPAIN,Beach Volleyball,40.463667,-3.74922
FERNON Edward,AUSTRALIA,Modern Pentathlon,-25.274398,133.775136
FERRAND PREVOT Pauline,FRANCE,Cycling Mountain Bike,46.227638,2.213749
FERRARI Vanessa,ITALY,Artistic Gymnastics,41.87194,12.56738
FERRAZ Joao,PORTUGAL,Handball,39.399872,-8.224454
FERREIRA Beatriz,BRAZIL,Boxing,-14.235004,-51.92528
FERREIRA Fernando,BRAZIL,Athletics,-14.235004,-51.92528
FERREIRA Italo,BRAZIL,Surfing,-14.235004,-51.92528
FERRER E SILVA Laila,BRAZIL,Athletics,-14.235004,-51.92528
FERRER-SALAT Beatriz,SPAIN,Equestrian,40.463667,-3.74922
FERRERAS SANZ Berta,SPAIN,Artistic Swimming,40.463667,-3.74922
FERRO Costanza,ITALY,Artistic Swimming,41.87194,12.56738
FERRO Fiona,FRANCE,Tennis,46.227638,2.213749
FESIKOVA Anastasiia,ROC,Swimming,-22.95764,18.49041
FETISOVA Irina,ROC,Volleyball,-22.95764,18.49041
FEUILLET Remi,MAURITIUS,Judo,-20.348404,57.552152
FIAMINGO Rossella,ITALY,Fencing,41.87194,12.56738
FICHERA Marco,ITALY,Fencing,41.87194,12.56738
FICHMAN Sharon,CANADA,Tennis,56.130366,-106.346771
FIDANZA Martina,ITALY,Cycling Track,41.87194,12.56738
FIEDINA Marta,UKRAINE,Artistic Swimming,48.379433,31.16558
FIELDMAN Henry,GREAT BRITAIN,Rowing,-22.95764,18.49041
FIELDS Nirra,CANADA,Basketball,56.130366,-106.346771
FIGARI Niccolo,ITALY,Water Polo,41.87194,12.56738
FIGLIOLI Pietro,ITALY,Water Polo,41.87194,12.56738
FIGUERAS TREJO Adrian,SPAIN,Handball,40.463667,-3.74922
FIGUEREDO PEREIRA Kawan,BRAZIL,Diving,-14.235004,-51.92528
FIGUEROA Julia,SPAIN,Judo,40.463667,-3.74922
FIGUEROA ROLDAN Yusleidy Mariana,VENEZUELA,Weightlifting,6.42375,-66.58973
FIGUEROA SUAREZ Enrique,PUERTO RICO,Sailing,18.220833,-66.590149
FIJALEK Grzegorz,POLAND,Beach Volleyball,51.919438,19.145136
FIKADU Dawit,BAHRAIN,Athletics,25.930414,50.637772
FILIA Eric,UNITED STATES OF AMERICA,Baseball/Softball,-22.95764,18.49041
FILIP Ana Maria,FRANCE,3x3 Basketball,46.227638,2.213749
FILIPOVIC Filip,SERBIA,Water Polo,44.016521,21.005859
FILIPPI Marcella,ITALY,3x3 Basketball,41.87194,12.56738
FILIPPIDIS Konstantinos,GREECE,Athletics,39.074208,21.824312
FILLER Andrea,ITALY,Baseball/Softball,41.87194,12.56738
FILMER Caileigh,CANADA,Rowing,56.130366,-106.346771
FILTISIKOU Kiriaki,GREECE,Athletics,39.074208,21.824312
FILZMOSER Sabrina,AUSTRIA,Judo,47.516231,14.550072
FINESSE Nantenaina,SEYCHELLES,Judo,-4.679574,55.491977
FINK Nic,UNITED STATES OF AMERICA,Swimming,-22.95764,18.49041
FINKE Robert,UNITED STATES OF AMERICA,Swimming,-22.95764,18.49041
FINLEY Mason,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
FINN Michelle,IRELAND,Athletics,53.41291,-8.24389
FINOL RIVAS Yoel,VENEZUELA,Boxing,6.42375,-66.58973
FIODOROW Joanna,POLAND,Athletics,51.919438,19.145136
FIOLA-DION Camille,CANADA,Artistic Swimming,56.130366,-106.346771
FIORAVANTI COSTA Marina,BRAZIL,Rugby Sevens,-14.235004,-51.92528
FIORAVANTI Leonardo,ITALY,Surfing,41.87194,12.56738
FIRFIRICA Alin Alexandru,ROMANIA,Athletics,45.943161,24.96676
FIRISUA Sharon,SOLOMON ISLANDS,Athletics,-9.64571,160.156194
FISCHER Aria,UNITED STATES OF AMERICA,Water Polo,-22.95764,18.49041
FISCHER Makenzie,UNITED STATES OF AMERICA,Water Polo,-22.95764,18.49041
FISCHER Sarah,AUSTRIA,Weightlifting,47.516231,14.550072
FISEROVA Tereza,CZECH REPUBLIC,Canoe Slalom,49.817492,15.472962
FISHER Grant,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
FISHER-MARSTERS Kirsten Andrea,COOK ISLANDS,Swimming,-21.236736,-159.777671
FISHMAN Jake,ISRAEL,Baseball/Softball,31.046051,34.851612
FITI Scott James,FEDERATED STATES OF MICRONESIA,Athletics,-22.95764,18.49041
FITZGIBBONS Sally,AUSTRALIA,Surfing,-25.274398,133.775136
FITZPATRICK Connor,CANADA,Canoe Sprint,56.130366,-106.346771
FITZPATRICK Ian,IRELAND,Rugby Sevens,53.41291,-8.24389
FITZPATRICK Madison Mae,AUSTRALIA,Hockey,-25.274398,133.775136
FITZPATRICK Savannah,AUSTRALIA,Hockey,-25.274398,133.775136
FITZPATRICK Theresa,NEW ZEALAND,Rugby Sevens,-40.900557,174.885971
FITZSIMMONS Riley,AUSTRALIA,Canoe Sprint,-25.274398,133.775136
FLANAGAN Benjamin,CANADA,Athletics,56.130366,-106.346771
FLANAGAN Eilish,IRELAND,Athletics,53.41291,-8.24389
FLARUP Peter T.,DENMARK,Equestrian,56.26392,9.501785
FLEETWOOD Tommy,GREAT BRITAIN,Golf,-22.95764,18.49041
FLEISSNER Jan,CZECH REPUBLIC,Rowing,49.817492,15.472962
FLEISSNEROVA Kristyna,CZECH REPUBLIC,Rowing,49.817492,15.472962
FLEM HOEST Line,NORWAY,Sailing,60.472024,8.468946
FLEMING Deborah,GREAT BRITAIN,Rugby Sevens,-22.95764,18.49041
FLEMING Jessie,CANADA,Football,56.130366,-106.346771
FLESCHUTZ Jette Louisa,GERMANY,Hockey,51.165691,10.451526
FLETCHER Benjamin,IRELAND,Judo,53.41291,-8.24389
FLETCHER Megan,IRELAND,Judo,53.41291,-8.24389
FLEURS Luke,SOUTH AFRICA,Football,-30.559482,22.937506
FLICKINGER Hali,UNITED STATES OF AMERICA,Swimming,-22.95764,18.49041
FLIPPES Laura,FRANCE,Handball,46.227638,2.213749
FLISSI Mohamed,ALGERIA,Boxing,28.033886,1.659626
FLORENCE John John,UNITED STATES OF AMERICA,Surfing,-22.95764,18.49041
FLORENTINO Robert,DOMINICAN REPUBLIC,Judo,18.735693,-70.162651
FLORENTINO ROCA Hector,DOMINICAN REPUBLIC,Equestrian,18.735693,-70.162651
FLORES Jeremy,FRANCE,Surfing,46.227638,2.213749
FLORESCU Eduard,ROMANIA,Football,45.943161,24.96676
FLORIJN Finn,NETHERLANDS,Rowing,52.132633,5.291266
FLORIJN Karolien,NETHERLANDS,Rowing,52.132633,5.291266
FLUECKIGER Mathias,SWITZERLAND,Cycling Mountain Bike,46.818188,8.227512
FLUHLER Stacey,NEW ZEALAND,Rugby Sevens,-40.900557,174.885971
FOCONI Alessio,ITALY,Fencing,41.87194,12.56738
FOFANA Cedric,CANADA,Diving,56.130366,-106.346771
FOFANA Hassane,ITALY,Athletics,41.87194,12.56738
FOFANA Seydou,MALI,Taekwondo,17.570692,-3.996166
FOGNINI Fabio,ITALY,Tennis,41.87194,12.56738
FOLEY Michael,CANADA,Cycling Track,56.130366,-106.346771
FOLIE Raphaela,ITALY,Volleyball,41.87194,12.56738
FOLKARD Naomi,GREAT BRITAIN,Archery,-22.95764,18.49041
FOLKERTSMA Sisca,NETHERLANDS,Football,52.132633,5.291266
FOLLERT Laurits,GERMANY,Rowing,51.165691,10.451526
FOLORUNSO Ayomide,ITALY,Athletics,41.87194,12.56738
FOMINA Olga,ROC,Handball,-22.95764,18.49041
FONSECA Daniela,CUBA,Table Tennis,21.521757,-77.781167
FONSECA Jorge,PORTUGAL,Judo,39.399872,-8.224454
FONSECA Natalia,ANGOLA,Handball,-11.202692,17.873887
FONTANA Vittoria,ITALY,Athletics,41.87194,12.56738
FONTECCHIO Simone,ITALY,Basketball,41.87194,12.56738
FONTES Ignacio,SPAIN,Athletics,40.463667,-3.74922
FONTIJN Nouchka,NETHERLANDS,Boxing,52.132633,5.291266
FONUA Amini,TONGA,Swimming,-21.178986,-175.198242
FOORD Caitlin,AUSTRALIA,Football,-25.274398,133.775136
FOPPA Pauletta,FRANCE,Handball,46.227638,2.213749
FOPPEN Mike,NETHERLANDS,Athletics,52.132633,5.291266
FORBES Tatyana,MEXICO,Baseball/Softball,23.634501,-102.552784
FORCA ARIZA Judith,SPAIN,Water Polo,40.463667,-3.74922
FORCHERIO Maria Emilia,ARGENTINA,Hockey,-38.416097,-63.616672
FORD Andrew,AUSTRALIA,Water Polo,-25.274398,133.775136
FORD Emily,GREAT BRITAIN,Rowing,-22.95764,18.49041
FORD George,AUSTRALIA,Water Polo,-25.274398,133.775136
FORD Tom,GREAT BRITAIN,Rowing,-22.95764,18.49041
FOREMAN-MACKEY Annie,CANADA,Cycling Track,56.130366,-106.346771
FORKIN Chelsea,AUSTRALIA,Baseball/Softball,-25.274398,133.775136
FORMIGA,BRAZIL,Football,-14.235004,-51.92528
FOROUGHI Javad,ISLAMIC REPUBLIC OF IRAN,Shooting,-22.95764,18.49041
FORSYTH Alan,GREAT BRITAIN,Hockey,-22.95764,18.49041
FORTE Julian,JAMAICA,Athletics,18.109581,-77.297508
FORTIN Valentine,FRANCE,Cycling Track,46.227638,2.213749
FORTUNA Antonela,ARGENTINA,Volleyball,-38.416097,-63.616672
FORTUNATO Francesco,ITALY,Athletics,41.87194,12.56738
FOSS Tobias S.,NORWAY,Cycling Road,60.472024,8.468946
FOSSALI Ludovico,ITALY,Sport Climbing,41.87194,12.56738
FOSTI Roman,ESTONIA,Athletics,58.595272,25.013607
FOTOFILI Ronald Lawrence,TONGA,Athletics,-21.178986,-175.198242
FOTOUHI Mohammad,ISLAMIC REPUBLIC OF IRAN,Fencing,-22.95764,18.49041
FOUAD Karim,EGYPT,Football,26.820553,30.802498
FOUDA Polina,EGYPT,Rhythmic Gymnastics,26.820553,30.802498
FOUNTOULIS Ioannis,GREECE,Water Polo,39.074208,21.824312
FOURNIER Evan,FRANCE,Basketball,46.227638,2.213749
FOWLER Andrew,GUYANA,Swimming,4.860416,-58.93018
FOWLER Mary,AUSTRALIA,Football,-25.274398,133.775136
FOWLES Sylvia,UNITED STATES OF AMERICA,Basketball,-22.95764,18.49041
FOX Jessica,AUSTRALIA,Canoe Slalom,-25.274398,133.775136
FOX Ryan,NEW ZEALAND,Golf,-40.900557,174.885971
FRADE Luis,PORTUGAL,Handball,39.399872,-8.224454
FRAFJORD Marit Malm,NORWAY,Handball,60.472024,8.468946
FRAGA Pedro,PORTUGAL,Rowing,39.399872,-8.224454
FRAGKAKI Eleni,GREECE,Artistic Swimming,39.074208,21.824312
FRAILE MATARRANZ Omar,SPAIN,Cycling Road,40.463667,-3.74922
FRAINCART Sarah,MOROCCO,Rowing,31.791702,-7.09262
FRANCESCHI Sara,ITALY,Swimming,41.87194,12.56738
FRANCH Adrianna,UNITED STATES OF AMERICA,Football,-22.95764,18.49041
FRANCIS Danusia,JAMAICA,Artistic Gymnastics,18.109581,-77.297508
FRANCISCO Luiz,BRAZIL,Skateboarding,-14.235004,-51.92528
FRANK Nicole,URUGUAY,Swimming,-32.522779,-55.765835
FRANK Tanja,AUSTRIA,Sailing,47.516231,14.550072
FRANKEL Tomer,ISRAEL,Swimming,31.046051,34.851612
FRANKLIN Larissa,CANADA,Baseball/Softball,56.130366,-106.346771
FRANKLIN Mallory,GREAT BRITAIN,Canoe Slalom,-22.95764,18.49041
FRANKLIN Tori,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
FRANSSEN Juul,NETHERLANDS,Judo,52.132633,5.291266
FRANTZESKAKIS Christos,GREECE,Athletics,39.074208,21.824312
FRANZISKA Patrick,GERMANY,Table Tennis,51.165691,10.451526
FRASCA Loris,FRANCE,Artistic Gymnastics,46.227638,2.213749
FRASER Brett,CAYMAN ISLANDS,Swimming,19.513469,-80.566956
FRASER Joe,GREAT BRITAIN,Artistic Gymnastics,-22.95764,18.49041
FRASER-BEAULIEU Brittany,CANADA,Equestrian,56.130366,-106.346771
FRASER-PRYCE Shelly-Ann,JAMAICA,Athletics,18.109581,-77.297508
FRATUS Bruno,BRAZIL,Swimming,-14.235004,-51.92528
FRAYNE Henry,AUSTRALIA,Athletics,-25.274398,133.775136
FRAYRE MOCTEZUMA Eder,MEXICO,Cycling Road,23.634501,-102.552784
FRAZIER Todd,UNITED STATES OF AMERICA,Baseball/Softball,-22.95764,18.49041
FREDRIKSEN Magnus,NORWAY,Handball,60.472024,8.468946
FREEMAN James,BOTSWANA,Swimming,-22.328474,24.684866
FREI Sina,SWITZERLAND,Cycling Mountain Bike,46.818188,8.227512
FREITAS HENRIQUES Anderson,BRAZIL,Athletics,-14.235004,-51.92528
FREITAS Marcos,PORTUGAL,Table Tennis,39.399872,-8.224454
FREITAS Patricia,BRAZIL,Sailing,-14.235004,-51.92528
FRENCH Kate,GREAT BRITAIN,Modern Pentathlon,-22.95764,18.49041
FRERICHS Courtney,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
FRERIKS Merel,NETHERLANDS,Handball,52.132633,5.291266
FREY Johannes,GERMANY,Judo,51.165691,10.451526
FREY Karl-Richard,GERMANY,Judo,51.165691,10.451526
FRICKER Samuel,AUSTRALIA,Diving,-25.274398,133.775136
FRIEDRICH Lea Sophie,GERMANY,Cycling Track,51.165691,10.451526
FRIEDSAM Anna-Lena,GERMANY,Tennis,51.165691,10.451526
FRIESS Aline,FRANCE,Artistic Gymnastics,46.227638,2.213749
FRINTOVA Vendula,CZECH REPUBLIC,Triathlon,49.817492,15.472962
FROIDEVAUX Robin,SWITZERLAND,Cycling Track,46.818188,8.227512
FROLKINA Evgeniia,ROC,3x3 Basketball,-22.95764,18.49041
FROLKINA Olga,ROC,3x3 Basketball,-22.95764,18.49041
FROSLER Reeve,SOUTH AFRICA,Football,-30.559482,22.937506
FRUERGAARD Maiken,DENMARK,Badminton,56.26392,9.501785
FRY Charlotte,GREAT BRITAIN,Equestrian,-22.95764,18.49041
FUAILEFAU Mike,CANADA,Rugby Sevens,56.130366,-106.346771
FUCHS Bruno,BRAZIL,Football,-14.235004,-51.92528
FUCHS Florian,GERMANY,Hockey,51.165691,10.451526
FUCHS Martin,SWITZERLAND,Equestrian,46.818188,8.227512
FUCHS Virginia,UNITED STATES OF AMERICA,Boxing,-22.95764,18.49041
FUCSOVICS Marton,HUNGARY,Tennis,47.162494,19.503304
FUENTES ZAVALA Aremi,MEXICO,Weightlifting,23.634501,-102.552784
FUGLSANG Jakob,DENMARK,Cycling Road,56.26392,9.501785
FUJII Nanako,JAPAN,Athletics,36.204824,138.252924
FUJII Naonobu,JAPAN,Volleyball,36.204824,138.252924
FUJII Shio,JAPAN,Handball,36.204824,138.252924
FUJISHIMA Hiroki,JAPAN,Canoe Sprint,36.204824,138.252924
FUJITA Yamato,JAPAN,Baseball/Softball,36.204824,138.252924
FUJITA Yoshikazu,JAPAN,Rugby Sevens,36.204824,138.252924
FUKSA Martin,CZECH REPUBLIC,Canoe Sprint,49.817492,15.472962
FUKSA Petr,CZECH REPUBLIC,Canoe Sprint,49.817492,15.472962
FUKUMURA Juka,JAPAN,Artistic Swimming,36.204824,138.252924
FUKUSHIMA Daisuke,JAPAN,Equestrian,36.204824,138.252924
FUKUSHIMA Shihomi,JAPAN,Fencing,36.204824,138.252924
FUKUSHIMA Tomoyoshi,JAPAN,Water Polo,36.204824,138.252924
FUKUSHIMA Yuki,JAPAN,Badminton,36.204824,138.252924
FUMIC Manuel,GERMANY,Cycling Mountain Bike,51.165691,10.451526
FUMITA Kenichiro,JAPAN,Wrestling,36.204824,138.252924
FUNCH Julie Froelund,DENMARK,Canoe Sprint,56.26392,9.501785
FUNK Ricarda,GERMANY,Canoe Slalom,51.165691,10.451526
FUNNEMARK Endre,NORWAY,Sailing,60.472024,8.468946
FURGESON Colleen,MARSHALL ISLANDS,Swimming,7.131474,171.184478
FURK Benedikt,GERMANY,Hockey,51.165691,10.451526
FURMAN Alena,BELARUS,Rowing,53.709807,27.953389
FURMAN Dzmitry,BELARUS,Rowing,53.709807,27.953389
FURTULA Danijel,MONTENEGRO,Athletics,42.708678,19.37439
FURUKAWA Takaharu,JAPAN,Archery,36.204824,138.252924
FURUYAMA Kie,JAPAN,Cycling Track,36.204824,138.252924
Greysia POLII,INDONESIA,Badminton,-0.789275,113.921327
GABER IBRAHIM Houssein,DJIBOUTI,Swimming,11.825138,42.590275
GACINA Andrej,CROATIA,Table Tennis,45.1,15.2
GACKA Kinga,POLAND,Athletics,51.919438,19.145136
GAD Mahmoud,EGYPT,Football,26.820553,30.802498
GADIROVA Jennifer,GREAT BRITAIN,Artistic Gymnastics,-22.95764,18.49041
GADIROVA Jessica,GREAT BRITAIN,Artistic Gymnastics,-22.95764,18.49041
GADSDON Luke,CANADA,Rowing,56.130366,-106.346771
GADZHIEV Magomedmurad,POLAND,Wrestling,51.919438,19.145136
GADZHIMAGOMEDOV Muslim,ROC,Boxing,-22.95764,18.49041
GADZHIYEV Khadzhimurad,AZERBAIJAN,Wrestling,40.143105,47.576927
GAFFOOR Aniqah,SRI LANKA,Swimming,7.873054,80.771797
GAICH Adolfo,ARGENTINA,Football,-38.416097,-63.616672
GAILEN Blake,ISRAEL,Baseball/Softball,31.046051,34.851612
GAITAN Haramara,MEXICO,Badminton,23.634501,-102.552784
GAITERO MARTIN Alberto,SPAIN,Judo,40.463667,-3.74922
GAITHER Tynia,BAHAMAS,Athletics,25.03428,-77.39628
GAJANOVA Gabriela,SLOVAKIA,Athletics,48.669026,19.699024
GAL Edward,NETHERLANDS,Equestrian,52.132633,5.291266
GALAL Osama,EGYPT,Football,26.820553,30.802498
GALAN Daniel Elahi,COLOMBIA,Tennis,4.570868,-74.297333
GALANT Martyna,POLAND,Athletics,51.919438,19.145136
GALASHINA Anastasiia,ROC,Shooting,-22.95764,18.49041
GALASSI Gianluca,ITALY,Volleyball,41.87194,12.56738
GALBADRAKH Otgontsetseg,KAZAKHSTAN,Judo,48.019573,66.923684
GALE Lauren,CANADA,Athletics,56.130366,-106.346771
GALE Tom,GREAT BRITAIN,Athletics,-22.95764,18.49041
GALIABOVITCH Elena,AUSTRALIA,Shooting,-25.274398,133.775136
GALIMANY Marta,SPAIN,Athletics,40.463667,-3.74922
GALL James Richard,GREAT BRITAIN,Hockey,-22.95764,18.49041
GALLAGHER Erin,SOUTH AFRICA,Swimming,-30.559482,22.937506
GALLAGHER Laura,GREAT BRITAIN,Trampoline Gymnastics,-22.95764,18.49041
GALLARDO Karen,CHILE,Athletics,-35.675147,-71.542969
GALLAY Ana,ARGENTINA,Beach Volleyball,-38.416097,-63.616672
GALLEGO Sara,SPAIN,Athletics,40.463667,-3.74922
GALLI Gemma,ITALY,Artistic Swimming,41.87194,12.56738
GALLINARI Danilo,ITALY,Basketball,41.87194,12.56738
GALLIZZI Tayavek,ARGENTINA,Basketball,-38.416097,-63.616672
GALOS Roland,HUNGARY,Boxing,47.162494,19.503304
GALVAN Matteo,ITALY,Athletics,41.87194,12.56738
GALVEZ Fatima,SPAIN,Shooting,40.463667,-3.74922
GALVIS Sandra Viviana,COLOMBIA,Athletics,4.570868,-74.297333
GALYER Ali,NEW ZEALAND,Swimming,-40.900557,174.885971
GAMBETTA Sara,GERMANY,Athletics,51.165691,10.451526
GAMEZ MATOS Elisbet,CUBA,Swimming,21.521757,-77.781167
GAMMOND Fiona,GREAT BRITAIN,Rowing,-22.95764,18.49041
GANDIA Adrian,PUERTO RICO,Judo,18.220833,-66.590149
GANEA George,ROMANIA,Football,45.943161,24.96676
GANGL Edina,HUNGARY,Water Polo,47.162494,19.503304
GANIRA Belly-Cresus,BURUNDI,Swimming,-3.373056,29.918886
GANJZADEH Sajad,ISLAMIC REPUBLIC OF IRAN,Karate,-22.95764,18.49041
GANKIN Denis,KAZAKHSTAN,Archery,48.019573,66.923684
GANNA Filippo,ITALY,Cycling Road,41.87194,12.56738
GANNA Filippo,ITALY,Cycling Track,41.87194,12.56738
GANS Stedman,SOUTH AFRICA,Rugby Sevens,-30.559482,22.937506
GANTULGA Altanbagana,MONGOLIA,Judo,46.862496,103.846656
GAO Haiyan,PEOPLE'S REPUBLIC OF CHINA,Sailing,-22.95764,18.49041
GAO Lei,PEOPLE'S REPUBLIC OF CHINA,Trampoline Gymnastics,-22.95764,18.49041
GAO Shiyan,PEOPLE'S REPUBLIC OF CHINA,3x3 Basketball,-22.95764,18.49041
GAO Yang,PEOPLE'S REPUBLIC OF CHINA,Athletics,-22.95764,18.49041
GAPONOVA Ganna,UKRAINE,Table Tennis,48.379433,31.16558
GARBETT Matthew,NEW ZEALAND,Football,-40.900557,174.885971
GARCES SEQUERA Claudymar,VENEZUELA,Karate,6.42375,-66.58973
GARCI Fadwa,TUNISIA,Table Tennis,33.886917,9.537499
GARCIA BOISSIER Nicolas,SPAIN,Diving,40.463667,-3.74922
GARCIA BRITO Luis Alberto,DOMINICAN REPUBLIC,Weightlifting,18.735693,-70.162651
GARCIA CANELLAS Margarita Victo,SPAIN,Cycling Road,40.463667,-3.74922
GARCIA Caroline,FRANCE,Tennis,46.227638,2.213749
GARCIA Cayetano,SPAIN,Canoe Sprint,40.463667,-3.74922
GARCIA Diego,SPAIN,Athletics,40.463667,-3.74922
GARCIA Eric,SPAIN,Football,40.463667,-3.74922
GARCIA Estefania,ECUADOR,Judo,-1.831239,-78.183406
GARCIA GADEA Javier,CROATIA,Water Polo,45.1,15.2
GARCIA GODOY Maica,SPAIN,Water Polo,40.463667,-3.74922
GARCIA GRAU Begona,SPAIN,Hockey,40.463667,-3.74922
GARCIA Jesus Angel,SPAIN,Athletics,40.463667,-3.74922
GARCIA Jose,HONDURAS,Football,15.199999,-86.241905
GARCIA Junior,DOMINICAN REPUBLIC,Baseball/Softball,18.735693,-70.162651
GARCIA MARTINEZ Rocio del Alba,SPAIN,Cycling Mountain Bike,40.463667,-3.74922
GARCIA MENA Jose Antonio,SPAIN,Equestrian,40.463667,-3.74922
GARCIA NAVARRO Ivan,MEXICO,Diving,23.634501,-102.552784
GARCIA ORDONEZ Javier,SPAIN,Rowing,40.463667,-3.74922
GARCIA Rachel,UNITED STATES OF AMERICA,Baseball/Softball,-22.95764,18.49041
GARCIA ROBLEDO Antonio,SPAIN,Handball,40.463667,-3.74922
GARCIA SAIZ Nicolas,SPAIN,Swimming,40.463667,-3.74922
GARCIA Samuel,SPAIN,Athletics,40.463667,-3.74922
GARCIA URZAINQUI Marina,SPAIN,Swimming,40.463667,-3.74922
GARCIA-CARO Laura,SPAIN,Athletics,40.463667,-3.74922
GARDA Krisztina,HUNGARY,Water Polo,47.162494,19.503304
GARDINER Steven,BAHAMAS,Athletics,25.03428,-77.39628
GARDNER English,UNITED STATES OF AMERICA,Athletics,-22.95764,18.49041
GARDOS Robert,AUSTRIA,Table Tennis,47.516231,14.550072
GARDZIELEWSKI Arkadiusz,POLAND,Athletics,51.919438,19.145136
GARIA Christopher,NETHERLANDS,Athletics,52.132633,5.291266
GARINO Patricio,ARGENTINA,Basketball,-38.416097,-63.616672
GARNBRET Janja,SLOVENIA,Sport Climbing,46.151241,14.995463
GAROZZO Daniele,ITALY,Fencing,41.87194,12.56738
GARRIGOS Francisco,SPAIN,Judo,40.463667,-3.74922
GARSIDE Harry,AUSTRALIA,Boxing,-25.274398,133.775136
GARUBA Usman,SPAIN,Basketball,40.463667,-3.74922
GARZA PEREZ Eugenio,MEXICO,Equestrian,23.634501,-102.552784
GARZON CABALLERO Jeandry,CUBA,Wrestling,21.521757,-77.781167
GASCH Loic,SWITZERLAND,Athletics,46.818188,8.227512
GASOL Marc,SPAIN,Basketball,40.463667,-3.74922
GASOL SAEZ Pau,SPAIN,Basketball,40.463667,-3.74922
GASPAROTTO Marta,ITALY,Baseball/Softball,41.87194,12.56738
GASTALDELLO Beryl,FRANCE,Swimming,46.227638,2.213749
GATE Aaron,NEW ZEALAND,Cycling Track,-40.900557,174.885971
GATT Sasha,MALTA,Swimming,35.937496,14.375416
GAUCHER Kim,CANADA,Basketball,56.130366,-106.346771
GAUDIANO Emanuele,ITALY,Equestrian,41.87194,12.56738
GAUDU David,FRANCE,Cycling Road,46.227638,2.213749
GAUZY Simon,FRANCE,Table Tennis,46.227638,2.213749
GAVINO GONZALEZ Francisco,SPAIN,Equestrian,40.463667,-3.74922
GAVIRA COLLADO Adrian,SPAIN,Beach Volleyball,40.463667,-3.74922
GAXIOLA GONZALEZ Luz Daniela,MEXICO,Cycling Track,23.634501,-102.552784
GAY John,CANADA,Athletics,56.130366,-106.346771
GAYE Demish,JAMAICA,Athletics,18.109581,-77.297508
GAYLE Tajay,JAMAICA,Athletics,18.109581,-77.297508
GAYSINSKY Daniel,CANADA,Karate,56.130366,-106.346771
GAZOZ Mete,TURKEY,Archery,38.963745,35.243322
GAZZARD Kiera,AUSTRALIA,Artistic Swimming,-25.274398,133.775136
GBAGBI Ruth,CÔTE D'IVOIRE,Taekwondo,7.539989,-5.54708
GBANE Seydou,CÔTE D'IVOIRE,Taekwondo,7.539989,-5.54708
GDULA Lukas,CZECH REPUBLIC,Athletics,49.817492,15.472962
GE Manqi,PEOPLE'S REPUBLIC OF CHINA,Athletics,-22.95764,18.49041
GEAY Gabriel Gerald,UNITED REPUBLIC OF TANZANIA,Athletics,-22.95764,18.49041
GEBBIE Luke,PHILIPPINES,Swimming,12.879721,121.774017
GEBHARDT Melanie,GERMANY,Canoe Sprint,51.165691,10.451526
GEBREEZIBEHER Freweyni,ETHIOPIA,Athletics,9.145,40.489673
GEBRESELAMA Tsigie,ETHIOPIA,Athletics,9.145,40.489673
GEBRHIWET Hagos,ETHIOPIA,Athletics,9.145,40.489673
GEDULD Justin,SOUTH AFRICA,Rugby Sevens,-30.559482,22.937506
GEE Derek,CANADA,Cycling Track,56.130366,-106.346771
GEENS Jelle,BELGIUM,Triathlon,50.503887,4.469936
GEIS Oliver,GERMANY,Shooting,51.165691,10.451526
GELANT Elroy,SOUTH AFRICA,Athletics,-30.559482,22.937506
